NU_INSCRICAO,NU_NOTA_MT
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,477.2614528598861
c83fe640ba466ba904ac1055e53a875289888797,439.75453809075833
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,474.26589749761126
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,388.0695191935793
328639a0c753715c30a58bae70c82f2101153eb3,420.4029229632994
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,540.3004305792197
f56746cc2900258507d2b32c126f8db090db856f,438.8486865098728
1a4963b5fea8bb25c67750cdafbe84b01efad177,419.1240460984564
b520c940e62f4ed684417e7eacf00d85752060da,485.8672507406748
2e170cf2651ed448991af6fc5df15167733b2d8f,504.73857314416733
6efdd93a0ae289be6bb5a400bfc1deb077d75886,411.27234208901325
72ac2acc787d8cba0934cca3810ac091d792c8db,511.74595972897265
92a25eee14554806f081869cc9dac868fd1860fb,423.2301164115884
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,413.7324246561924
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,447.7677135209022
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,541.3962701224625
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,438.8949380642282
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,473.14189377634983
0467e022da4ef897f666bc76f31e1bc8976f7e92,485.91906375231247
993aca0d5eac6741117947c82a3647102096255e,475.4914200083353
36bb672077a46a3e4755cef90437a616d28bdf23,417.67026389227794
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,405.801024347979
328ca19128d276eb4fbc309c54ec7f346c803d2f,696.9984636451727
27cdb62f0a2a5467efeb30aafbf246ed2320c532,395.03216063389635
f9ef2695eb0986666093945894b8f2fee351bf22,503.22710087839613
8a021391cdaac100dab56c59284bd50137a74129,549.8836199171046
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,517.508256499742
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,468.0493158919007
b9f786712775e0d1d735398d710b01f404c985a3,397.1618729462916
564958997e204bda06fbe90afc4722805c78a855,577.4178724708829
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,418.8687921258673
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,485.40502763183304
8296743fdd105ce9183561cf5b359b0a3781465e,430.4108832202404
6602c7f15a1fdd082265b64976448c6809df792d,448.21265021286916
31ae66f0fe024acae4490915c348e487f2367574,529.8362014097288
81901aa980653106e64863d957387d24e2c00af3,417.03848597077723
28e10d1bd0b6effe0edd503446ebda948ad240ad,435.6480921831752
53a7ee52a87f80241e2ca13c923e06b72bf3a059,394.1609761279259
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,589.1310834130563
02681b5c893b94db204713cb4b20dde6fc3f2f95,545.7356881731034
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,410.47044006725093
28c6829e69879bc1d34db1cd51b89562d3cc596b,517.8689158232821
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,473.0737044730279
923538833160e8432636c88e8119378a43b3d766,465.52071339765183
aacb834258765a2959ee63c57d2be4923d11a696,463.5175777662074
c32e484025571dd94255a77f21de08ab8d2aaba8,481.16922134298557
d425deeec0a3c7006f14d732eff8933d5155067f,485.3565017377015
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,474.6597882990382
716a178e9a6f7791b820da77879943ac9040a547,445.80631807819
430212cd8767ef2bff8cda0f61729203fef7523e,425.09544736548344
e97d33221238e445688a0e984778d4ecac788be2,514.750574296097
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,508.1259851789868
0411742cbb54fe1b6927b25f0bb52b885828c828,441.13559694690537
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,398.49206299375857
e4e7a38b58319ad0a5cde4848622b21783c907e9,489.9983587795724
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,573.4209864146214
aec1b63c3f0c9554e533752d8fe138ca82101d4a,448.44210886714694
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,489.70731931746093
4b48d500ba4410546ce01f7f6d44bcbafa73994f,428.54241940889176
edf33c347c866d26872f540bcc1f6ae415f3294c,482.0085303819736
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,520.3973822249204
3a265ea6ebdc4eb2520db912adf5592f03b3d634,388.3404663156698
e418fbb77e6ff4103205f3b7f6a66d53183d809b,462.74557132373957
8ddbfe70cd41135cb6f125335a48d100789edbf7,388.87834589861694
1d3e406d0223d4cb0328850d689ba9fcadf62776,434.71014594969824
ecaf075653faf2dcdf946c0ce50629f5083347c0,424.1943882182199
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,501.0259835641929
5b7877d12550dd35d27a02b66a13f2a27bce11ca,425.5539088495395
18f800ec03e33ebad5fb97aa8465dd3e5961337e,442.19742025556525
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,498.60283482205267
cc8794762ffa592758b5117d67e0d02e2e8b9c49,515.4202834787643
894d277c608610fa8c31db531f64582b9569b2e9,442.2369875089481
b2e029961aa0f20071b74708e0d97e6f200ec582,454.0084622864433
64c4892488a9c6281bdabf467a0b5a6382d248e6,480.75075879158356
ac112e94587e6e4249b7182329ee5a5040ae94ea,535.68652727176
a58cf11e498228f9aaca92b0c49f955a6163fb59,442.18147423421004
e8c84701c041b7f3b39f3125a0449fa633589fbe,491.4262588803205
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,592.406033323437
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,435.6974902396705
e64ad901853230e396be49311ea98121c348fac6,479.4502828566875
8532af19be3729ea233c1f29e4c015820fc7fb3a,483.0314628701016
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,463.4331887213065
26853fd075fe27954772c3070997635b94f32b83,416.21321790694947
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,538.9041326433394
574ec310dee846f9ae8eb278480257d463f6fbcc,467.4427071142042
8a46e35787225c3e7adef2b998ad9c93a952106b,513.8604496652811
b62bf908b504e8c6898777a7f5b88afed358caea,434.5800607366677
10d22971ca4f53fc62d02905809ff1c37fbb68fc,585.1111656896396
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,438.51156911109916
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,558.4770904595753
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,460.2010047600257
d76614020539405f481c0f5ffb9e6f88a0bf21b7,433.8551544224382
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,512.1801732426816
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,465.71303885180987
176b027cd932b17fcb6f119cfcef338a175062b8,382.8910099962481
41474f2dda61d97f38ba79906d3dbcce223d1bd1,517.9468627934232
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,504.69076868417
d4e97da32ccb6987ec074aa48c24ce949c05a78c,432.81649017839646
95c1d266a2524560761df98b376c17604733a6ad,539.7094397248243
c11c4303d2632cde64105a35554ecb77a8564260,476.89855174751244
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,466.2725210775523
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,542.6375772838926
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,435.084022123591
580c34923cbde328e0aef1641dd02033fc862c04,459.85486994534233
29d8bf198da9caa59047268faca60207da24d1b7,545.6444914685474
1b3f80a1cd9fff0408e96169fcaf006936b34fed,456.2441782056101
b5932043b62e0c58e16e2cc2c9d5489390e5c895,490.463558297619
99092cc60948943c59d68d62ed81a75a03059113,471.0007228054693
dd69fca6f17420dc911016a79e70583ca7ea330d,442.6056045284738
d387995af060965fb9d18973f3dbf4904f071066,417.5509253949323
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,485.27347326489746
543674772357cf9d8a7a8e7dfb89384af80ec30e,497.56525741239267
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,430.676367995631
0736d379ea0962e316ce84cce8e883321be36abb,431.90194447302815
98cc842c547c69a0d27776e272fd8b61131b0b37,417.05073163678395
890b7696fa85ca2b3e90b3951efec2135e88d5cf,440.552913386645
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,654.2611088920239
d84b48f7dc7a6e387e6e985525143589754c5b13,437.01822492265546
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,500.24511550034396
dc4fe9d4124d9278f58f6f999711116a3fe58be7,491.8928811146065
f6624d763619c0898b34dc02adf06f53a1721cd0,436.0593744889649
60b1c12559860e7ad966da4c4db5c78e17278fc0,501.4528915412922
4f365503582b97ea96462d0d36895a5e7f5926df,426.8561223356711
c80869804effb21d50cc8fff3f4c27ba5521240c,385.32300995898504
d0f351638d60e84b890a498d69c9a7961cdcdf36,445.7762674949119
48e8ec135997ff3676648d5c144c3c7150a7bbb1,404.3839434821289
45484014aefd10ea3e4b08fb93e66c251709cca6,448.86633367890346
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,435.4974893877099
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,390.74014990827595
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,573.3718837481001
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,418.94366460090123
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,559.0232665381236
87f89c855f377c5b100ad2986cc6569e31d94a98,550.225091250026
eaecf3dd32668664e1dcc2d6c7a69042824806a6,439.3308720471195
c59b370d3aa06b68878c836bceac844953d74972,460.228272403666
8257941af168c0cc15f28bd596fd922352dae732,403.4059737774504
854ce153823802674f35bbe1ec010b12e9b3a56f,439.11828158647944
27f1db4e266b154f6f7fbef9c225fab472652a7b,438.9286914013238
11b90bed4a05d11169f308370faf81d6e9ca2c4f,446.7458655004418
e001e1d73163c327a4d800697b1b36cd6921f60d,447.8072175465164
b83424ca8973e4b2eebf6eb9e26e842999432d22,399.79074850863407
912d751c54b46c860c5ba61666fc6fc59ca2689d,373.96830177990705
e114f7b197069bde8e158a0dbeaa022dd0c4e280,452.03796296081396
fa84edf183bd459ea9394d77bdc191683a75ff66,572.6948710003044
76190ff09a736ff83169394b770699b2709c5a27,497.84903819780476
515db15df8581ae72bb8e8358833016adee74e02,458.9027590519677
e2a05053c19e6fba60d0e582e6c7f371728a7106,473.4903516178412
2378556841bc8d5746f2b94d6adefc2db20f9518,528.404245270784
796d558152d241567f8a72b535a5e36fe78886f3,441.5127305610773
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,520.7916071142179
3c748fc7a94edb7ac1484373751ffa8574a3281d,426.6542301239488
10a1e8808e744c619376bff659f859cd71e8c41d,456.3324128580548
fc959dafc37dde3f173f083486d84ce5c817443f,446.18172507837994
6979d91c0a1903a336c640e14eed100821a0e24d,474.3523729585366
d4e37c4c1235ce014392f6c8ba0436f195b9e459,533.0881273307709
565a955a60c6073157aa869c0351c626a7171ef3,535.2731262007519
99be797e423b5ae08fe342ea772738f71975df47,597.2528565385862
b579ea83f2d6c15b2c717d16a89827d65f39904b,480.1544226032443
e9373b5c22567bec508f2fa2580e4dc3ff687caa,538.7981171068689
a465af361b68bd536dd8bf61d522b9b21755ab60,541.4009372550415
c8feec2a94d996d03534ce935dec7a034667f107,708.6400539802701
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,475.84250021952903
f4f7888cfe88b7a3b0f3d94749921976353ae82c,494.0732512999227
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,490.77371344960414
2e466f15ac7b80870736fac2d0cf4bd7f362e852,469.7253837275277
fc83a5c665f70f39b4c7d326118cbf21a898e660,586.7665300761996
ced4913c2220be57c54bc9f87bb4f441d5976671,462.20371102293933
880ade460a231d722e8bb0e4d17f3c8f77663d37,397.2818601243253
7c869f5b89ddf3130c87011b6508ee59e32682c5,429.76807218052716
9027f65d4e576928ca59690c280050c53d66506a,667.6092324631518
09eb415bcb9842d207139c8bddf32427a134d51e,518.8780108067069
f8224c83e27f4921df62876f7ff660b1dab3d974,457.8099571848846
dfec3182aec0997207e0845b072498065ec89aac,635.985857726748
d653549f6d0ba70e2113b2cc56e9a83e331d2462,566.2035544959438
e95674df974af80342f676ca9e3540aecec2b8dc,493.10071628535735
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,539.8834310972209
22d86e8b43a9412df86ec15ac231b9919e3ec905,450.64225623186894
1c61035799f6afe7f44c1fb68567d7a8945c3943,581.2202083957823
d5ed4b8732b0d7127a64f7e71137d321c56cc198,417.5983178268163
63edbbe59337f861a710bee4fe8a691d231f23da,403.2870493633892
21b8ef230efbfca6b5f15b36a3243d76ed390967,505.2977046327026
3de3c134579726fe4606b7a05f82ce19f00adb09,638.0555052892653
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,424.4886094594955
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,388.2243651096971
520c60d32fd2af8be76abd332859b36d8ae45900,466.30202931076906
6cb6e2310b52c2898e500f81bea938446592568b,500.7471342682556
0193b535914e1c5a445bede11a408bf1709cd3cb,486.81527747039
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,503.86592505823313
9b378e3937af8e97d4753cdf0c8917306354aaaf,485.91365736374235
1c92f54a5fe563622a0e23cf116461a7e147efd8,546.4787256209427
90facc45f7578775e3278aa0bd4fb59dad4d37c1,422.18569332484327
c8062c4cc7e023996bd37b87295f5a2957ddb172,453.7119337408609
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,584.2383915404198
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,444.2710578181175
1b61f7e184c7040ae4cea725153965e1f7f75308,436.8602985118278
95a9c65324583892b2d1a0c1c5163488f92d4a6d,403.06936940420434
5b7e7632cf766876026d0da6aa7c6df77bc13438,435.0368546882761
96fd0462597b8cf21b1e918c1947106cd8359e5d,524.0853276651821
5c1cef937c40bf8c30c119160bedde7ef679454e,600.110172701394
e39fbeab552a4b6492346d821d095c3a0d691555,430.08754839545236
93694c58636eabfe86550e734efb3775ba4d739f,488.9525253310765
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,626.9180672860962
6c05e70130682975c1485a862b6e08b895650671,435.38443303493113
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,409.9335706879205
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,384.9646136236497
283df09083d3c7bec2590f22355c7ba32ec88623,506.598905971398
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,577.5795203299017
23131f453efc29c2af9553d307692c60a3add1ae,440.4377199314076
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,421.6169753309415
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,515.8288630089194
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,416.0834267012516
72882a9cffe151d94be90e02ce3967a91b628099,485.763651599661
cf62916c9829bd3ad05104151eee856d6de7ca1c,605.8314014711173
6b8f4241357e65c0491cc0ef96396f811574134c,448.2462442506972
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,410.37327311706423
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,458.36685140714667
8288badec4740382dbf7c33e4095cd4db0021bf7,387.6900381863328
5e139289eb167622f915eea3d1d6e49d15d1c873,499.4013331502734
fc050b2c8fa3446890fe1418332352177dd34506,454.83493729411236
8f309746992f374b4c2ea88f171233a9469ba649,434.8894603575057
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,464.0116963794439
145b6344526f9df32f4046c8227282477c51d69f,429.3637537423575
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,464.4114015132284
b23775f4cd460ba687d77b058f2bc46381a0fbfe,447.72165847784066
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,604.2040500080457
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,441.3012834895832
2bf8abe8000927aeff885fdb26e82579b54bb657,428.9504035077488
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,520.0071195095129
3ef584654da4e658ecdffb68bc4398c97f850ccf,429.85817928092456
ea90166cae72eec871b4100ed8df997253bea84b,478.0383090967221
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,513.983272234723
39e7d2bf0be98a9698aa1369b7ca5576d392a777,468.34030877290246
01d88812b1d865b9797b9c57ed7538527593eb1d,555.393556254096
879d82fe92a01214851fbeb62cd533fbc9d4ab87,538.3948258083985
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,485.30460641415215
a185d42f150631e1f22e1d81f965dda9833d0bec,456.73430793438837
c5994a51d6c24ee4360aee344cebf55bd01c39e3,524.071358422382
bbe2574187920d91ca67a657c5a476f92f8ac142,470.67425641405623
8637d558542ccd4a1cd1d3ab336711edad60a966,465.2046726655025
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,453.6936762305274
4d12becc50fceaa6423313e98858cee7d438cc36,495.17537229708756
5c55594ff65d25732d6104cf60588ae877cb6e9c,589.0056346839842
ebd6ed760a482a95ddc04d78254761296ea73608,531.1514653543209
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,480.89675499614225
49a9374bc759c6a4d1f8fce5ade5908afe72803c,474.07798786061267
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,455.6093098345988
0f31c91179f811dc6de3d071914cba2716013473,435.13788725396023
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,482.3349975751334
a945e7b0eedbc6722edf61c6e9115199efa0e79b,620.7692956783822
b52cae71211465e9b76723d1dab3cbb973a76a5e,431.3661728610541
c64825379cc10911781e842c315951b835c0246d,446.44550675413586
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,468.4490488972783
d077ad9b71684906e32bdfefac01c893ff875c40,519.2041156169305
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,419.76329910878786
44cb1704d691a020beab734f494635e2603af38b,440.4861144811092
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,493.69123898395173
623b39408740e01c79d585779f119b7bd31aca5e,474.2113897681826
0954f039d7ce9b83b763b6406d3be54af9d386a0,411.2269811492164
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,440.5781743307231
bc764ff3e2905ae18491fcc46b2cf1812bf43771,604.89684150163
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,513.6832933456144
b62836e36b6a37a18823b0176647b31ed84bd759,454.74158462662706
48b56e1d641022967e5b2791de675d524b685afe,444.54802440570154
6432732876989f4279e03bea20c37a21e0ce488d,655.3078008374489
c322f8d156e174e549a44fdde96be32358ab85a3,442.16463241061876
92f7742f9719e14801466a45e33f904e27be2b17,444.5312903633373
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,432.27266611825644
bfa438beba3914291e0978747404004f6ac79179,428.6238269232933
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,481.0935335893784
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,398.6462666972228
b10d3fcde629e4b68758d3dc58911a113837d255,473.20386718666225
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,413.7998714311223
587f219b07191d201677be07e43852b73a5dfeda,474.9256127278055
c669af3c60a62511990ed5f486c525285df59750,484.949480987266
0dc0351a9da12f74bd5ebc918d60f9580be35182,452.4511848725832
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,403.60509662828343
d053a386f5497719e02334cc444acc545258bc3e,541.0549518307091
446a666ce7e015158181ce032e318a2ceffad8e1,457.7675343902528
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,407.8913030996738
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,491.234609202312
dc56167fb0ffcbf92624206591985da23ba078a3,459.7113654536216
10f8e410cadeee997d11e86ed5749c98c184f102,467.5907644492043
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,446.65193843166753
b18c91072332db5e81e51adf0ad4a18c682fe025,394.4033505339602
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,440.6587827603138
040e479d45f83b7944be895d04b035489e544ab1,461.9190741446197
b505434998285eb78dfdb4341e4a29cc13a2130a,414.0461824312074
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,413.81871680589677
1167115298a1ed2c659e1e365224311af48ff8e6,541.2144787873572
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,384.8994556924504
386238d9cc8f497486ec335159e3d3fb59d9d57c,523.0908970392543
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,429.86588779624907
961f5a44f06750c88181c1809c6d002252b8d4e9,475.07999638109766
24605a2eda427ea715d61e72f5e40d6afd31bcfd,586.548612424172
9810f9ad1fed4a44dd3150d3a93c2321402176f7,433.24782648822287
0b01e142abc07e710ae4f8a315866d95f16d592b,532.5238902040428
ab9b69839b48825032b5f4778eea40e321c1ece5,457.7218486672249
3004e0b4f4b454854f0bb254473aa012e17071fd,618.731074825303
84083dec8994b0da91c7be5bd5cf540a92d367f9,384.53929796371494
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,514.1003843055332
55a278c454fb7415451563c61ed46f5d9dc352d6,520.1872326207438
051c748ebab016611de489dfc13b6616d1070361,478.1384604456699
e2f476ff901b0c67a7df201c865aca3219bfd803,517.111837775629
7ae5a82f05c571cbccd3d1057aa2ee320633335c,487.54671127744285
1c86c6bc97a76e31219f8902c13627c0de70c6cb,493.9806243073054
e6b0a19633e93aa0e26b5644d0142d79c7526d5d,463.62688498093144
acbc30d483ea45980ae8919a1e608acbb560d796,533.3305814833673
d4cc2188bbe4365cbbec0d8e697f5f982d217c55,485.83455113227296
3c049c9981020ef5f6968e0eec4e6969fd2f4b0d,434.3082564168148
a5c39ced20251de476553163291f5141f9b66d1c,394.98567085026303
6d9409ae58f72c208c0ad1c8168080a8deeef8a2,446.11941050052735
85e6b7523bb635e5552fa91b4a79122118918668,534.7904337101029
5443c9e35006e84510c518efc894c075b606c83f,411.69882892536606
80b9f96ee31137fbe9158841eb193d26d6dd762b,472.0812191880998
6091d7a1acb022b664e212bbc322932384824ab4,444.0205856715993
828f1541b637d7781583e98f754bbb433f2d1dd8,532.3598255077741
aace2a613988d1619385514862b227ec1a616255,403.34910160142744
45a6fba80a860b768d6b4172b97e35f0b06db075,515.701102089957
4b93629e017653c27a7ac99b9ed6fafa003a6777,493.8890363100516
ddd68576dd27c673687d8b04057adc396a75f566,464.0918033418011
ed9e6225f3914f90c61a39572bf1ad207688a3f0,479.070407518727
270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1,549.8761715708906
afcb620ab13d96348763196f200b6bf94ab1c060,438.67455941963385
7cfb1d64261039d25784ecc70e9bf286ac9492c9,462.6791909223411
4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40,418.2956623550007
5dc2bf0223a2c68ccc7a74e5c61571c31eb62343,433.6688856982596
d6c682e729a33858ccdaf54a2a3c625c82ddc108,477.80968866654365
793d1bfef9d9f220421ffb7b334d6cc0bd005a59,572.8483986426165
0ff0abca7be65e556773ff1395550ef791c4d272,527.8739157293169
af5143b6372ff9e30d17884cead389c15fefde19,423.39979122616404
d1f6e0c6d574a1def695974263f5e1461d99e90f,613.0498927771778
31c2a0c6107ea4c62557f793221b4c341b73b958,410.83505014934207
650ed2fdd80680c747363dd1085dd191c60a0d8d,520.011013797327
548cda0eb6595f3e63ff696ba2c76968d822e92e,447.9691644414595
6e54fe08c0b09ce7e1e97e331fe394ef9bc90ef7,476.406347673219
4c314024a3148ca131970a181ffb67bc108c25f0,454.89590066588187
9175008ab4a7ec7a5eb989e56a73c49ad37a0da0,366.8353641607387
8276b13cbb842748278f0bb9434d9aa34b8764cf,553.6931432177523
dde3ec7e3489818a870e8346cbed7dd39ab15b55,529.891765747466
